id;nombre;desarrollador;jugadores;genero;PEGI;plataforma;ano_salida;descripcion
324;"Etrian Odyssey Nexus";"Atlus";"1";"RPG, Dungeon Crawler";12;"3DS";2019;"Explora laberintos misteriosos en Etrian Odyssey Nexus. Crea tu grupo de aventureros, enfrenta monstruos y descubre tesoros en este juego de rol y dungeon crawler."
325;"Guardianes de la Galaxia - The Telltale Series";"Telltale Games";"1";"Aventura Gráfica, Elecciones";16;"PC, PS4, Xbox One";2017;"Únete a Star-Lord y los Guardianes en Guardianes de la Galaxia - The Telltale Series. Toma decisiones, enfrenta villanos cósmicos y vive una historia interactiva en este juego de aventura gráfica."
326;"Genji";"Game Republic";"1";"Acción, Aventura";16;"PS2";2005;"Embárcate en una aventura samurái en Genji. Enfrenta a enemigos mortales, desbloquea habilidades y descubre la historia de los Dos Samuráis en este juego de acción y aventuras."
327;"UFC Undisputed 3";"Yuke's";"1-2";"Deportes, Lucha";16;"PS3, Xbox 360";2012;"Enfréntate a los mejores luchadores en UFC Undisputed 3. Crea tu propio luchador, sube al octágono y busca la gloria en este juego de deportes y lucha."
328;"Lord of Arcana";"Access Games";"1-4";"Acción, RPG";16;"PSP";2010;"Enfréntate a monstruos colosales en Lord of Arcana. Forma equipo con otros cazadores, mejora tus armas y desbloquea poderes arcanos en este juego de acción y rol."
329;"Men of War";"Best Way";"1-8";"Estrategia, Acción";16;"PC";2009;"Sumérgete en batallas históricas en Men of War. Comanda tu ejército, utiliza tácticas avanzadas y libra intensas batallas en este juego de estrategia y acción."
330;"Riven: The Sequel to Myst";"Cyan";"1";"Aventura, Puzzle";12;"PC, PS1";1997;"Explora mundos misteriosos en Riven: The Sequel to Myst. Resuelve acertijos, descubre secretos y sumérgete en una historia cautivadora en este juego de aventuras y puzzle."
331;"El Código Da Vinci";"2K Games";"1-4";"Aventura, Misterio";16;"PC, PS2, Xbox";2006;"Descifra el misterio en El Código Da Vinci. Resuelve enigmas, sigue pistas y descubre los secretos ocultos en este juego de aventura y misterio basado en la famosa novela."
332;"Borderlands 2";"Gearbox Software";"1-4";"FPS, RPG";18;"PC, PS4, Xbox One";2012;"Embárcate en un saqueo intergaláctico en Borderlands 2. Elige tu clase, recoge armas únicas y lucha contra jefes épicos en este juego de disparos y rol."
333;"Game Room";"Krome Studios";"1-4";"Arcade, Colección";7;"Xbox 360";2010;"Crea tu sala de juegos retro en Game Room. Colecciona y juega a clásicos arcade, compite con amigos y revive la nostalgia en este juego de arcade y colección."
334;"Crash Tag Team Racing";"Radical Entertainment";"1-8";"Carreras, Plataformas";7;"PSP, PS2, Xbox";2005;"Participa en carreras caóticas en Crash Tag Team Racing. Combina vehículos, realiza acrobacias y compite contra tus amigos en este juego de carreras y plataformas."
335;"Wargame: European Escalation";"Eugen Systems";"1-10";"Estrategia, Multijugador en Línea";16;"PC";2012;"Libra batallas tácticas en Wargame: European Escalation. Dirige tu ejército, utiliza unidades modernas y enfrenta a jugadores en línea en este juego de estrategia y multijugador."
336;"Warframe";"Digital Extremes";"1-4";"FPS, Multijugador en Línea";18;"PC, PS4, Xbox One";2013;"Conviértete en un ninja espacial en Warframe. Desbloquea Warframes, mejora armas y colabora con otros jugadores en este juego de disparos y acción en línea."
337;"Los Sims 3 ¡Vaya Fauna!";"Maxis";"1";"Simulación, Vida Virtual";12;"PC, PS3, Xbox 360";2011;"Cuida y convive con animales en Los Sims 3 ¡Vaya Fauna!. Crea tu propia clínica veterinaria, adopta mascotas y experimenta la vida animal en este juego de simulación y vida virtual."
338;"El Internado";"FRIMA Studio";"1";"Aventura, Misterio";16;"PC";2011;"Descubre secretos oscuros en El Internado. Investiga fenómenos paranormales, resuelve misterios y sobrevive en este juego de aventura y misterio basado en la serie de televisión."
339;"Loki";"Cyanide";"1";"Acción, RPG";16;"PC";2007;"Embárcate en una épica odisea en Loki. Elige entre cuatro personajes mitológicos, enfrenta a criaturas míticas y descubre la verdad detrás de los dioses en este juego de acción y rol."
340;"The Serious Sam Collection";"Croteam";"1-4";"FPS, Multijugador en Línea";18;"PC, PS4, Xbox One";2019;"Enfréntate a hordas de enemigos en The Serious Sam Collection. Disfruta de la serie completa, juega en modo cooperativo y vive la acción explosiva de Serious Sam en este paquete recopilatorio."
341;"Peter Jackson's King Kong";"Ubisoft";"1";"Acción, Aventura";16;"PC, PS2, Xbox";2005;"Vive la épica historia de King Kong en Peter Jackson's King Kong. Explora la Isla Calavera, sobrevive a peligros y enfrenta a criaturas prehistóricas en este juego de acción y aventuras."
342;"Sparklite";"Red Blue Games";"1";"Aventura, Roguelike";7;"PC, PS4, Switch";2019;"Explora mundos cambiantes en Sparklite. Recoge artefactos, enfrenta a jefes desafiantes y descubre los secretos de Geodia en este juego de aventuras y roguelike."
343;"Final Fight 3";"Capcom";"1-2";"Beat 'em up, Acción";12;"SNES";1995;"Forma equipo con amigos en Final Fight 3. Lucha contra pandillas criminales, desata combos poderosos y restaura la paz en Metro City en este clásico juego de beat 'em up."
344;"Death of Rose";"Moonana";"1";"Aventura Gráfica, Misterio";12;"PC";2021;"Descubre oscuros secretos en Death of Rose. Investiga la misteriosa desaparición de Rose, resuelve acertijos y sumérgete en una historia intrigante en este juego de aventura gráfica y misterio."
345;"Full Spectrum Warrior: Ten Hammers";"Pandemic Studios";"1-4";"Estrategia, Acción";16;"PC, PS2, Xbox";2006;"Dirige a tu escuadrón en Full Spectrum Warrior: Ten Hammers. Planifica tácticas, enfrenta situaciones intensas y lleva a tus soldados a la victoria en este juego de estrategia y acción."
346;"Lock On: Modern Air Combat";"The Fighter Collection";"1-32";"Simulación, Vuelo";16;"PC";2003;"Pilotea aviones modernos en Lock On: Modern Air Combat. Participa en combates aéreos realistas, domina diferentes aeronaves y vive la emoción del vuelo en este simulador de vuelo."
347;"Stray (Robot Gentleman)";"Robot Gentleman";"1";"Aventura, Indie";12;"PC, PS4, PS5";2022;"Explora una ciudad abandonada en Stray. Controla a un gato robótico, resuelve acertijos y descubre los misterios de un mundo olvidado en este juego de aventuras e indie."
348;"Daylight";"Zombie Studios";"1";"Horror, Aventura";18;"PC, PS4";2014;"Sobrevive a los horrores en Daylight. Explora entornos oscuros, enfrenta a entidades sobrenaturales y descubre la verdad detrás de tus pesadillas en este juego de horror y aventuras."
349;"Two Worlds";"Reality Pump Studios";"1-8";"RPG, Mundo Abierto";16;"PC, Xbox 360";2007;"Embárcate en una epopeya de fantasía en Two Worlds. Crea tu héroe, explora un vasto mundo y participa en batallas épicas en este juego de rol y mundo abierto."
350;"Final Fantasy IV: Complete Collection";"Square Enix";"1";"RPG, Fantasía";12;"PSP";2011;"Vive la épica historia de Cecil en Final Fantasy IV: Complete Collection. Recluta personajes, enfrenta a monstruos y descubre los secretos de este clásico juego de rol y fantasía."
351;"Lost Region";"Farom Studio";"1-50";"Supervivencia, Multijugador en Línea";16;"PC";2021;"Sobrevive en un mundo postapocalíptico en Lost Region. Forma alianzas, enfrenta amenazas y construye tu refugio en este juego de supervivencia y multijugador en línea."
352;"Sky: Niños de la Luz";"thatgamecompany";"1-8";"Aventura, Exploración";3;"iOS, Android";2019;"Explora cielos mágicos en Sky: Niños de la Luz. Vuela con amigos, descubre antiguas ruinas y desentraña los misterios de este hermoso juego de aventuras y exploración."
353;"Tomb Raider: El Ángel de la Oscuridad";"Core Design";"1";"Acción, Aventura";16;"PC, PS2";2003;"Acompaña a Lara Croft en Tomb Raider: El Ángel de la Oscuridad. Descubre conspiraciones, resuelve acertijos y enfrenta a enemigos mortales en este juego de acción y aventuras."
354;"Narcos: Cartel Wars";"FTX Games";"1";"Estrategia, Gestión";16;"iOS, Android";2016;"Construye tu imperio en Narcos: Cartel Wars. Gestiona tu cartel, defiéndete de rivales y expande tu influencia en este juego de estrategia y gestión basado en la famosa serie de televisión."
355;"BattleTech";"Harebrained Schemes";"1-4";"Estrategia, Mechs";16;"PC";2018;"Pilotea mechs gigantes en BattleTech. Contrata mercenarios, personaliza tus robots de combate y libra batallas tácticas en este juego de estrategia y mechs basado en la famosa franquicia."
356;"Wii Party U";"Nintendo";"1-4";"Fiesta, Minijuegos";3;"Wii U";2013;"Diviértete con amigos en Wii Party U. Juega una variedad de minijuegos, compite en desafíos divertidos y descubre quién es el rey de la fiesta en este juego de fiesta para la Wii U."
357;"Cartoon Network: Battle Crashers";"Magic Pockets";"1-4";"Acción, Plataformas";7;"PC, PS4, Xbox One";2016;"Embárcate en una aventura animada en Cartoon Network: Battle Crashers. Juega como personajes icónicos, derrota enemigos y salva el multiverso en este juego de acción y plataformas."
358;"Walking Dead: Season 2 - Ep. 3";"Telltale Games";"1";"Aventura Gráfica, Elecciones";18;"PC, PS3, Xbox 360";2013;"Continúa la historia en The Walking Dead: Season 2 - Episodio 3. Toma decisiones difíciles, enfrenta peligros y lucha por sobrevivir en este juego de aventura gráfica y elecciones."
359;"Conan: The Dark Axe";"Cauldron";"1";"Acción, Aventura";16;"PC, PS2, Xbox";2003;"Embárcate en una épica aventura en Conan: The Dark Axe. Enfréntate a monstruos, descubre antiguos secretos y demuestra tu valía en este juego de acción y aventuras."
360;"Final Fantasy III";"Square Enix";"1";"RPG, Fantasía";12;"NES";1990;"Revive la leyenda en Final Fantasy III. Forma un grupo de héroes, enfrenta a la oscuridad y restaura la paz en este clásico juego de rol y fantasía."
361;"Final Fantasy II";"Square Enix";"1";"RPG, Fantasía";12;"NES";1988;"Explora mundos épicos en Final Fantasy II. Mejora tus habilidades, recluta aliados y enfrenta a un imperio malévolo en este clásico juego de rol y fantasía."
362;"Final Fantasy I";"Square Enix";"1";"RPG, Fantasía";12;"NES";1987;"Inicia la saga en Final Fantasy I. Forma un grupo de aventureros, enfrenta al caos y restaura la paz en este juego clásico que dio inicio a la legendaria franquicia de RPG."
363;"Gothic 2: The Night of the Raven";"Piranha Bytes";"1";"RPG, Mundo Abierto";16;"PC";2005;"Sumérgete en el oscuro mundo de Gothic 2: The Night of the Raven. Explora tierras peligrosas, enfrenta a criaturas místicas y desentraña conspiraciones en este juego de rol y mundo abierto."
364;"Sims Medieval: Piratas y Caballeros";"The Sims Studio";"1";"Simulación, Estrategia";12;"PC";2011;"Vive la época medieval en Sims Medieval: Piratas y Caballeros. Conviértete en héroe o villano, realiza misiones épicas y forja tu propio destino en este juego de simulación y estrategia."
365;"Hotel para Perros";"505 Games";"1";"Simulación, Aventura";7;"Wii, DS";2009;"Dirige un hotel para perros en Hotel para Perros. Cuida de tus huéspedes caninos, resuelve desafíos y asegúrate de que cada perro encuentre un hogar en este juego de simulación y aventuras."
366;"Fez";"Polytron Corporation";"1";"Plataformas, Puzzle";7;"PC, PS4, Switch";2012;"Descubre un mundo tridimensional en 2D en Fez. Resuelve acertijos, explora perspectivas únicas y recolecta cubos dorados en este juego de plataformas y puzzle."
367;"Real Racing 2";"Firemint";"1-16";"Carreras, Simulación";3;"iOS, Android";2010;"Experimenta la emoción de las carreras en Real Racing 2. Conduce autos de alta gama, compite contra jugadores en línea y alcanza la gloria en este juego de carreras y simulación."
368;"Custom Robo Arena";"Noise";"1-4";"Acción, Combate Robótico";7;"DS";2007;"Participa en batallas de robots en Custom Robo Arena. Personaliza tu robot, desafía a otros jugadores y demuestra que eres el mejor en este juego de acción y combate robótico."
369;"Jake Hunter Detective Story";"WorkJam";"1";"Aventura Gráfica, Misterio";16;"DS";2008;"Resuelve casos intrigantes en Jake Hunter Detective Story. Investigación crímenes, sigue pistas y descubre la verdad en este juego de aventura gráfica y misterio."
370;"Assault Squad 2: Men of War Origins";"Digitalmindsoft";"1-8";"Estrategia, Acción";16;"PC";2016;"Libra batallas históricas en Assault Squad 2: Men of War Origins. Dirige tu ejército, utiliza tácticas avanzadas y vive la intensidad de la Segunda Guerra Mundial en este juego de estrategia y acción."
372;"Football Manager 2010";"Sports Interactive";"1";"Simulación, Deportes";3;"PC";2009;"Dirige tu propio equipo en Football Manager 2010. Toma decisiones tácticas, ficha jugadores estrella y lleva a tu club hacia la gloria en este juego de simulación deportiva."
373;"flOw";"Thatgamecompany";"1";"Aventura, Indie";3;"PC, PS3, PS4, PS Vita";2006;"Sumérgete en un viaje abstracto en flOw. Controla a criaturas acuáticas, evoluciona y explora un mundo submarino en este juego de aventuras e indie."
374;"Game & Wario";"Nintendo";"1-5";"Minijuegos, Fiesta";7;"Wii U";2013;"Diviértete con Wario en Game & Wario. Juega una variedad de minijuegos, compite contra amigos y desbloquea el caos en este juego de fiesta para la Wii U."
375;"Thea: The Awakening";"MuHa Games";"1";"Estrategia, RPG";12;"PC";2015;"Sobrevive en un mundo místico en Thea: The Awakening. Gestiona recursos, recluta héroes y enfrenta criaturas mitológicas en este juego de estrategia y RPG."
376;"Silver";"Infogrames";"1";"RPG, Acción";16;"PC, Dreamcast";1999;"Embárcate en una búsqueda épica en Silver. Recorre tierras fantásticas, combate monstruos y descubre el secreto de un artefacto mágico en este juego de rol y acción."
377;"Zelda: Twilight Princess";"Nintendo";"1";"Acción, Aventura";12;"Wii, GameCube";2006;"Acompaña a Link en Zelda: Twilight Princess. Explora Hyrule, enfrenta a enemigos y vive una emocionante aventura en este clásico juego de acción y aventuras de la serie The Legend of Zelda."
378;"UFO 2: Extraterrestrials";"CHAOS Concept";"1";"Estrategia, Sci-Fi";16;"PC";2006;"Defiende la Tierra en UFO 2: Extraterrestrials. Dirige la fuerza de defensa, investiga tecnologías alienígenas y combate invasiones extraterrestres en este juego de estrategia y ciencia ficción."
379;"N.E.R.O.: Nothing Ever Remains Obscure";"Storm in a Teacup";"1";"Aventura, Puzzle";12;"PC, PS4, Xbox One";2016;"Descubre secretos en N.E.R.O.: Nothing Ever Remains Obscure. Resuelve acertijos, explora entornos surrealistas y sumérgete en una historia emotiva en este juego de aventuras y puzzle."
380;"The Adventures of Van Helsing III";"NeocoreGames";"1-4";"RPG, Acción";16;"PC";2015;"Enfréntate a criaturas sobrenaturales en The Adventures of Van Helsing III. Elige tu clase, mejora habilidades y desentraña misterios en este juego de rol y acción gótica."
381;"Final Fantasy IV Advance";"Square Enix";"1";"RPG, Fantasía";12;"GBA";2005;"Vive la leyenda de Cecil en Final Fantasy IV Advance. Recluta aliados, enfrenta a monstruos y descubre el destino de los cristales en este juego de rol y fantasía."
382;"Valhalla Hills";"Funatics Software";"1";"Estrategia, Construcción";7;"PC";2015;"Construye tu propio reino en Valhalla Hills. Gestiona recursos, enfrenta desafíos y demuestra tu valía ante los dioses en este juego de estrategia y construcción inspirado en la mitología nórdica."
